Note,Australia,Canada,Denmark,UK,Japan,Korea,Norway,Sweden,Switzerland,Austria,Belgium,France,Germany,Spain,Italy,Finland,Netherlands,United States,,Australia,Canada,Denmark,UK,Japan,Korea,Norway,Sweden,Switzerland,Austria,Belgium,France,Germany,Spain,Italy,Finland,Netherlands,United States
1976.1,3.1858566424,3.4632766313,3.3636478047,3.102854237,4.0526211199,2.8008177572,3.2917433137,3.2129945641,3.9792423051,3.8225686468,3.7086722774,3.3820145622,3.9419172854,2.5667861311,2.6154596531,3.3538681498,3.8836235309,3.4780442187,1976.1,24.188,31.9214,28.8944,22.2614,57.5481,16.4581,26.8897,24.8534,53.4765,45.7215,40.7996,29.43,51.51728,13.0239,13.6735,28.6132,48.6,32.3963
1976.2,3.2108678464,3.4782695277,3.4029192318,3.1374271293,4.0844053313,2.8348061924,3.3194412625,3.2379134537,3.9772281793,3.8398995244,3.7285760156,3.4045185272,3.9524216784,2.6341381072,2.6777765434,3.374911584,3.9140210081,3.4903370478,1976.2,24.8006,32.4036,30.0517,23.0445,59.4066,17.0271,27.6449,25.4805,53.3689,46.5208,41.6198,30.0998,52.06129,13.9313,14.5527,29.2217,50.1,32.797
1976.3,3.2328576224,3.4928219902,3.4183101199,3.1609415807,4.0969494998,2.85378269,3.3391127362,3.2522177533,3.9812523823,3.8533637011,3.7469926897,3.4275179367,3.9550303863,2.6625994549,2.7059947568,3.4078419244,3.9219733363,3.5061728232,1976.3,25.352,32.8786,30.5178,23.5928,60.1565,17.3533,28.1941,25.8476,53.5841,47.1514,42.3934,30.8001,52.19728,14.3335,14.9692,30.2,50.5,33.3205
1976.4,3.291062524,3.507381558,3.456174715,3.2055717164,4.1205173796,2.8755964723,3.3451806688,3.2761706738,3.9852585972,3.8632969392,3.7634000197,3.4528944279,3.9617820334,2.7076101043,2.7674379799,3.4334967617,3.9454577815,3.5173583618,1976.4,26.8714,33.3608,31.6955,24.6696,61.5911,17.736,28.3657,26.4742,53.7992,47.6221,43.0947,31.5917,52.55089,14.9934,15.9178,30.9848,51.7,33.6953
1977.1,3.3136076556,3.5286168008,3.4671973344,3.2551190327,4.1425075456,2.906950239,3.3769422567,3.3024446163,3.9890488593,3.8841192928,3.7832300828,3.4683886312,3.9792273451,2.7702547506,2.8115089095,3.4705835091,3.9550824949,3.5348479339,1977.1,27.4841,34.0768,32.0468,25.9227,62.9605,18.3009,29.2811,27.179,54.0035,48.6241,43.9578,32.085,53.4757,15.9627,16.635,32.1555,52.2,34.2898
1977.2,3.3369610371,3.5519279338,3.4987746866,3.298714204,4.1690809083,2.9346969424,3.4043092016,3.3402010241,3.9910393404,3.8949582268,3.7992954194,3.4984843941,3.9898523732,2.8239173285,2.8483743043,3.5013775022,3.9796816539,3.5561077728,1977.2,28.1335,34.8805,33.0749,27.0778,64.656,18.8158,30.0935,28.2248,54.1111,49.154,44.6697,33.0653,54.04691,16.8427,17.2597,33.1611,53.5,35.0266
1977.3,3.3563708519,3.5732749812,3.5231199856,3.3144986831,4.1736100449,2.966849143,3.4257533996,3.373216201,3.9959964392,3.9059948727,3.8142447825,3.5219655869,3.9928674224,2.9035182956,2.8748293762,3.5299394069,3.9852734672,3.5705772212,1977.3,28.6849,35.6331,33.89,27.5086,64.9495,19.4306,30.7458,29.1722,54.38,49.6995,45.3425,33.8509,54.21011,18.2382,17.7224,34.1219,53.8,35.5371
1977.4,3.3795957371,3.5947747974,3.5732216585,3.3293325329,4.1831030233,2.9758152397,3.4346450526,3.3969517149,3.9985492648,3.9075610658,3.8257982281,3.5408549708,3.9958734085,2.9466733233,2.9082062187,3.545214028,3.9963641539,3.5816087819,1977.4,29.3589,36.4075,35.6312,27.9197,65.569,19.6056,31.0204,29.8729,54.519,49.7774,45.8694,34.4964,54.37331,19.0425,18.3239,34.6471,54.4,35.9313
1978.1,3.3924492279,3.6130696501,3.5861349581,3.3453322488,4.1880625661,3.0296649914,3.4633674753,3.4297524441,4.0005429107,3.9221693567,3.8381180896,3.5564417489,4.0087959331,2.9812681709,2.9331438497,3.5605743805,4.0000338828,3.5983747097,1978.1,29.7387,37.0797,36.0943,28.37,65.895,20.6903,31.9243,30.869,54.6278,50.5099,46.438,35.0383,55.08051,19.7128,18.7866,35.1834,54.6,36.5388
1978.2,3.4128426449,3.6372097731,3.6024251946,3.3725646838,4.208631122,3.0594204332,3.4786613827,3.4439790548,4.0048501049,3.9307721368,3.8428293995,3.5845461884,4.0181349987,3.0239357889,2.9622737272,3.5822486876,4.0145795938,3.6240422217,1978.2,30.3514,37.9857,36.6871,29.1532,67.2644,21.3152,32.4163,31.3113,54.8636,50.9463,46.6573,36.037,55.59732,20.5721,19.3419,35.9543,55.4,37.4888
1978.3,3.4320336847,3.6620939029,3.614220561,3.3892158894,4.2163571592,3.1032404813,3.5006565184,3.4526316661,4.0061706916,3.9386941472,3.8533064371,3.610893588,4.0176456467,3.0694984016,2.9870849934,3.5952169162,4.0271358125,3.6473827529,1978.3,30.9395,38.9428,37.1224,29.6427,67.7861,22.27,33.1372,31.5834,54.9361,51.3515,47.1487,36.9991,55.57012,21.5311,19.8278,36.4236,56.1,38.3741
1978.4,3.4543589298,3.6777325577,3.643235959,3.4068911414,4.2192385513,3.1306913965,3.5126701792,3.4669507895,4.0045201414,3.9417235452,3.8635719837,3.6315786772,4.0205781727,3.09720976,3.0169701449,3.6104367158,4.0360089852,3.6673902053,1978.4,31.638,39.5566,38.2153,30.1713,67.9817,22.8898,33.5377,32.0389,54.8455,51.5073,47.6352,37.7724,55.73332,22.1361,20.4293,36.9822,56.6,39.1496
1979.1,3.4712550194,3.700195189,3.652645875,3.4375646687,4.217798893,3.1723961894,3.5150556886,3.4861970142,4.0192905016,3.9570365232,3.8758194959,3.6531097793,4.0375154471,3.1335009263,3.054755614,3.6292913262,4.0412953411,3.6920120424,1979.1,32.1771,40.4552,38.5766,31.1111,67.8839,23.8646,33.6178,32.6615,55.6616,52.3021,48.2222,38.5945,56.68533,22.9542,21.216,37.6861,56.9,40.1255
1979.2,3.4975615513,3.7260475814,3.6777755331,3.4734157124,4.2410619693,3.2437323265,3.528578651,3.5033627984,4.0360920206,3.9623871683,3.8832366248,3.6809606832,4.0503879725,3.1685168307,3.0911606282,3.6512840195,4.0552571735,3.7257416188,1979.2,33.0348,41.5147,39.5583,32.2467,69.4816,25.6292,34.0755,33.227,56.6047,52.5827,48.5812,39.6845,57.41973,23.7722,22.0026,38.5241,57.7,41.502
1979.3,3.5202980674,3.7455669237,3.7273354519,3.5380681922,4.2513326414,3.2714341188,3.5412578302,3.5259398479,4.0494605093,3.974464329,3.8996973557,3.7128254466,4.0630970716,3.2104282443,3.1252725874,3.6679647587,4.0638853547,3.7582189322,1979.3,33.7945,42.333,41.5682,34.4004,70.1989,26.3491,34.5103,33.9857,57.3665,53.2216,49.3875,40.9694,58.15414,24.7897,22.7661,39.1721,58.2,42.872
1979.4,3.5499506646,3.7682611742,3.7530718216,3.5661269033,4.2679154433,3.3064763616,3.5567214037,3.5553023462,4.0541907472,3.9849518541,3.9137175688,3.7406722487,4.0724082102,3.2422250966,3.1796608717,3.6877337981,4.0809215419,3.7870423792,1979.4,34.8116,43.3047,42.6519,35.3793,71.3727,27.2888,35.0481,34.9984,57.6385,53.7827,50.0848,42.1263,58.69815,25.5906,24.0386,39.9542,59.2,44.1257
1980.1,3.5715391329,3.7902891757,3.7773481021,3.6120955973,4.2878162249,3.402469905,3.5916882563,3.6098822414,4.0617146155,4.0087176809,3.9371252902,3.7780755263,4.0912290474,3.2875209025,3.2421508478,3.7183023248,4.0976723523,3.8252595977,1980.1,35.5713,44.2692,43.7,37.0436,72.8073,30.0382,36.2953,36.9617,58.0738,55.0762,51.271,43.7318,59.81336,26.7764,25.5887,41.1944,60.2,45.8447
1980.2,3.5990586799,3.8176375979,3.8074022161,3.6686078669,4.3191174521,3.476542921,3.6251699226,3.6283807619,4.0741299501,4.0249962704,3.9448386344,3.8094297684,4.1079149006,3.3133711273,3.2802944843,3.7573975462,4.1174098352,3.8607107635,1980.2,36.5638,45.4966,45.0333,39.1973,75.1223,32.3477,37.5311,37.6518,58.7993,55.9801,51.668,45.1247,60.81977,27.4776,26.5836,42.8368,61.4,47.4991
1980.3,3.618076016,3.8456652305,3.8365815292,3.6898589742,4.3294799235,3.5239252087,3.6557930873,3.6528584165,4.0863913525,4.0415624408,3.9628891086,3.8401595893,4.1137119641,3.351176961,3.3220531591,3.7831459076,4.1335652754,3.8794460933,1980.3,37.2658,46.7898,46.3667,40.0392,75.9048,33.9173,38.6982,38.5848,59.5247,56.9152,52.6091,46.5329,61.17337,28.5363,27.7172,43.9541,62.4,48.3974
1980.4,3.6385251924,3.8736895785,3.8550991523,3.7082702319,4.3422834851,3.5957164674,3.6809052444,3.6927917909,4.0945845334,4.0486565813,3.98493512,3.8677366837,4.1225655768,3.3815489425,3.3741002138,3.8146703412,4.1447207695,3.9052823381,1980.4,38.0357,48.1196,47.2333,40.7832,76.8829,36.4418,39.6823,40.1568,60.0144,57.3204,53.7818,47.834,61.71738,29.4163,29.198,45.3618,63.1,49.6641
1981.1,3.6615390893,3.9057634553,3.8808769642,3.7315197944,4.3511511034,3.6343942288,3.7271092919,3.7305802624,4.1184744149,4.0760108555,4.0068639843,3.8973742342,4.1469463418,3.4244320214,3.4250766555,3.8414052431,4.1620032107,3.931352972,1981.1,38.9212,49.688,48.4667,41.7425,77.5677,37.8789,41.5588,41.7033,61.4654,58.91,54.9742,49.2729,63.24059,30.7052,30.725,46.5909,64.2,50.9759
1981.2,3.6840327277,3.9361984111,3.9239515763,3.7795950038,4.3674116035,3.6822928097,3.7572131084,3.7518049563,4.1322470993,4.0909772325,4.0148773833,3.9297725462,4.1644270621,3.4523625012,3.4685444551,3.8769759704,4.1805222585,3.9542890768,1981.2,39.8066,51.2235,50.6,43.7983,78.8393,39.7374,42.8289,42.5979,62.3178,59.7983,55.4165,50.8954,64.3558,31.5749,32.09,48.278,65.4,52.1586
1981.3,3.7041399186,3.9653021268,3.9473901493,3.7964392995,4.370714139,3.7285351688,3.7843600739,3.7728850683,4.1555478401,4.1054674727,4.0407433435,3.9681254174,4.1782783054,3.4847079156,3.4976765749,3.8950924897,4.1972019477,3.9825075638,1981.3,40.6151,52.7362,51.8,44.5423,79.1001,41.6181,44.0075,43.5054,63.7869,60.6711,56.8686,52.8853,65.25341,32.6129,33.0386,49.1606,66.5,53.6514
1981.4,3.7449998294,3.9897707741,3.9696634142,3.8207582319,4.3817816047,3.7341013548,3.7970206002,3.7871760791,4.1617835604,4.1149262977,4.0611134754,4.0000283882,4.191529045,3.5159417311,3.542187555,3.9146734898,4.2150861799,3.9967390836,1981.4,42.309,54.0425,52.9667,45.6388,79.9804,41.8504,44.5682,44.1316,64.1859,61.2477,58.0389,54.5997,66.12382,33.6476,34.5424,50.1327,67.7,54.4204
1982.1,3.7621392095,4.0148990373,3.9902184695,3.8369287009,4.3817816047,3.7459282786,3.8399855038,3.8168504162,4.1705043565,4.1345791843,4.0803098684,4.0282225658,4.2042004087,3.557753737,3.5822347809,3.9425522105,4.2297491992,4.0048993167,1982.1,43.0404,55.4177,54.0667,46.3828,79.9804,42.3483,46.5248,45.4608,64.7481,62.4633,59.1638,56.161,66.96703,35.0843,35.9538,51.55,68.7,54.8663
1982.2,3.7860038962,4.0450440178,4.01397833,3.8685057152,4.3927291578,3.7625085616,3.8623599604,3.8338538748,4.1893728841,4.1484554667,4.103343946,4.0585550225,4.2167130685,3.592701648,3.6120308067,3.9725440925,4.2413267526,4.0200968367,1982.2,44.0799,57.1137,55.3667,47.8708,80.8608,43.0563,47.5775,46.2404,65.9814,63.3361,60.5424,57.8906,67.81023,36.3321,37.0412,53.1195,69.5,55.7065
1982.3,3.8203418328,4.0660891103,4.0389498862,3.8734006732,4.3979565767,3.7750181588,3.8880028167,3.8481242796,4.2097796584,4.1558096151,4.1276971299,4.0724720943,4.2278819548,3.6215156122,3.6524281027,3.98585694,4.2527717988,4.0388283287,1982.3,45.6198,58.3284,56.7667,48.1057,81.2846,43.5983,48.8133,46.905,67.3417,63.8036,62.0349,58.7019,68.57184,37.3942,38.5682,53.8314,70.3,56.7598
1982.4,3.8486294286,4.0820695313,4.0638853547,3.880699507,4.4067436372,3.7765399954,3.9063529611,3.872616675,4.218359988,4.160683025,4.1465605974,4.0905607459,4.2369640122,3.6441461746,3.6964358326,3.9933448946,4.2598590007,4.0408769759,1982.4,46.9287,59.268,58.2,48.4581,82.002,43.6647,49.7173,48.068,67.922,64.1153,63.2162,59.7734,69.19745,38.2501,40.3034,54.236,70.8,56.8762
1983.1,3.8705382914,4.0886215503,4.0718722746,3.8855373363,4.4035569353,3.7953633386,3.933148287,3.9004118562,4.2176500985,4.1727628744,4.1635518552,4.1168445288,4.2440145042,3.6819731605,3.731407193,4.018386418,4.2612704335,4.0404214972,1983.1,47.9682,59.6576,58.6667,48.6931,81.7411,44.4944,51.0675,49.4228,67.8738,64.8945,64.2995,61.3653,69.68705,39.7247,41.7378,55.6113,70.9,56.8503
1983.2,3.8919753881,4.1023573737,4.0859763126,3.9054434073,4.4150587668,3.7988386297,3.9489314319,3.9170801963,4.2244791506,4.1746826109,4.1766155547,4.1443990062,4.2490757878,3.7060806614,3.7603625557,4.0479131141,4.2668963274,4.0528487296,1983.2,49.0076,60.4827,59.5,49.6721,82.6867,44.6493,51.8799,50.2535,68.3389,65.0192,65.145,63.0797,70.04065,40.694,42.964,57.2778,71.3,57.5612
1983.3,3.9091087631,4.1177745895,4.0987797124,3.9187542994,4.4122939237,3.8003246704,3.9627294276,3.936225742,4.2273912541,4.1863599261,4.2008494229,4.1655281435,4.2587377509,3.7264810688,3.7832551065,4.0677712656,4.276666119,4.0647904433,1983.3,49.8545,61.4224,60.2667,50.3377,82.4584,44.7157,52.6007,51.2249,68.5382,65.7829,66.743,64.4267,70.72066,41.5327,43.9589,58.4266,72,58.2527
1983.4,3.9320118899,4.126319537,4.1184955648,3.9299709727,4.4233053249,3.8003246704,3.9756980289,3.9576997565,4.236078472,4.1969643254,4.212748146,4.1843558793,4.2637252459,3.7616093343,3.8168944091,4.0812491909,4.2877159552,4.0734051891,1983.4,51.0095,61.9495,61.4667,50.9055,83.3714,44.7157,53.2873,52.3368,69.1362,66.4842,67.5419,65.6512,71.07426,43.0176,45.4628,59.2194,72.8,58.7567
1984.1,3.9282309443,4.1384555421,4.1335652754,3.9357239069,4.4275973362,3.8145711338,3.9961030904,3.9811105391,4.246594866,4.2283464691,4.2313636159,4.2014620335,4.2721095034,3.7957004028,3.8454878256,4.0969727721,4.2959239356,4.0842353021,1984.1,50.817,62.7059,62.4,51.1992,83.73,45.3573,54.3858,53.5765,69.8671,68.6037,68.811,66.7839,71.67267,44.5094,46.7815,60.1579,73.4,59.3965
1984.2,3.9305012267,4.1471884039,4.1505153589,3.9557891417,4.4349688813,3.820166455,4.0121723666,3.9995465846,4.2532297309,4.2333308415,4.2456325771,4.2194077002,4.2770309136,3.8130023503,3.8684660242,4.1179976103,4.3040650932,4.0951642262,1984.2,50.9325,63.2559,63.4667,52.2369,84.3495,45.6118,55.2668,54.5734,70.3322,68.9465,69.7999,67.9932,72.02627,45.2862,47.8689,61.4361,74,60.0492
1984.3,3.9432677643,4.1562060658,4.1609637298,3.9643725418,4.434195608,3.8235545674,4.0220623582,4.0100295468,4.2551175518,4.2418848702,4.257218512,4.2361507904,4.2774084823,3.8400349385,3.8828619241,4.1316002049,4.3054155323,4.1058695602,1984.3,51.5869,63.8289,64.1333,52.6872,84.2843,45.7666,55.8161,55.1485,70.4651,69.5388,70.6133,69.1412,72.05347,46.5271,48.563,62.2775,74.1,60.6955
1984.4,3.9573481256,4.1633605446,4.1754128976,3.977295632,4.446499138,3.8264520451,4.0338812816,4.0311260584,4.2654366371,4.2476949219,4.2661316593,4.2504390659,4.2841805923,3.8553552947,3.9064032441,4.1424535421,4.3161538905,4.1131892145,1984.4,52.3184,64.2872,65.0667,53.3725,85.3277,45.8994,56.4797,56.3243,71.196,69.944,71.2455,70.1362,72.54308,47.2454,49.7198,62.9571,74.9,61.1414
1985.1,3.97123298,4.1747041428,4.1871257893,3.9893284317,4.4480261973,3.8353298484,4.050357843,4.0579917328,4.2834720725,4.2622938871,4.2836982798,4.2638791576,4.2949955757,3.8869369655,3.9348465553,4.1597779953,4.3188205588,4.1197214935,1985.1,53.0499,65.0206,65.8333,54.0186,85.4581,46.3087,57.418,57.858,72.4917,70.9726,72.5081,71.0852,73.33189,48.7613,51.1543,64.0573,75.1,61.5421
1985.2,3.9948980061,4.1859220265,4.2031989671,4.0231814804,4.4567629808,3.8419974581,4.0673518481,4.0761602248,4.2889569431,4.2688593363,4.2970908295,4.282017055,4.2998059006,3.9053065001,3.9585343847,4.1800313123,4.3294166844,4.131621079,1985.2,54.3203,65.7541,66.9,55.8786,86.208,46.6185,58.4021,58.9188,72.8904,71.4401,73.4857,72.3863,73.68549,49.6653,52.3805,65.3679,75.9,62.2788
1985.3,4.0166298371,4.1952888406,4.2022014593,4.0256320086,4.4578968032,3.8486187741,4.0778746752,4.0785437171,4.286675579,4.271473494,4.3036690689,4.2912782839,4.297958377,3.9154291978,3.9703900219,4.1869389364,4.3294166844,4.1389609489,1985.3,55.5137,66.3729,66.8333,56.0157,86.3058,46.9282,59.0199,59.0594,72.7243,71.6271,73.9707,73.0598,73.54948,50.1706,53.0052,65.821,75.9,62.7376
1985.4,4.036540646,4.2042253461,4.2101508305,4.0305133464,4.461668108,3.8559012306,4.0890572758,4.0935792695,4.2962222562,4.2742980396,4.3061912098,4.2973357451,4.2998059006,3.9349012902,3.9919795555,4.1906194281,4.3346729383,4.1478837494,1985.4,56.6301,66.9687,67.3667,56.2898,86.6319,47.2712,59.6836,59.9541,73.4219,71.8297,74.1575,73.5037,73.68549,51.1571,54.162,66.0637,76.3,63.2999
1986.1,4.0593924589,4.2164707453,4.2096549137,4.0374461146,4.4631721955,3.8695225197,4.1071061194,4.1094400499,4.298481969,4.2859465336,4.3084029683,4.2985838826,4.302386523,3.9726777444,4.0072404537,4.202306192,4.3294166844,4.1503309933,1986.1,57.9391,67.7938,67.3333,56.6814,86.7623,47.9195,60.7706,60.9126,73.588,72.6713,74.3217,73.5955,73.87589,53.1266,54.9949,66.8403,75.9,63.455
1986.2,4.0758665572,4.2242171864,4.2422860046,4.0504867142,4.4654240935,3.8743938251,4.1257608615,4.1146715618,4.2966743352,4.2833699867,4.3096723163,4.3058364963,4.2998059006,3.9837462793,4.0172871164,4.2129006323,4.3320482649,4.1478837494,1986.2,58.9015,68.321,69.5667,57.4254,86.9579,48.1535,61.9149,61.2321,73.4551,72.4843,74.4161,74.1312,73.68549,53.7179,55.5502,67.5522,76.1,63.2999
1986.3,4.1016743006,4.2365527854,4.2432429012,4.0515083878,4.4601617548,3.8773052587,4.155259338,4.1192534116,4.2925955143,4.2876610086,4.3114713826,4.3120131533,4.2946244541,4.0059558735,4.0231009454,4.2195856433,4.3241326563,4.1553079502,1986.3,60.4414,69.169,69.6333,57.4841,86.5015,48.2939,63.7685,61.5133,73.1561,72.796,74.5501,74.5905,73.30468,54.9243,55.8741,68.0053,75.5,63.7716
1986.4,4.1299336891,4.2464431379,4.2532453709,4.0643680561,4.4601617548,3.870498681,4.1732204356,4.1291774578,4.2971275706,4.2874466882,4.3127368441,4.3185582074,4.2905345068,4.0174059208,4.0350367813,4.2238585208,4.3307333403,4.1609668483,1986.4,62.1738,69.8565,70.3333,58.2281,86.5015,47.9663,64.9242,62.1268,73.4884,72.7804,74.6445,75.0803,73.00548,55.5568,56.545,68.2965,76,64.1335
1987.1,4.1495537628,4.2559133738,4.2579744577,4.0763995086,4.4544914719,3.8773052587,4.2022283916,4.1430680575,4.3070242242,4.2891023563,4.3188618362,4.3305148954,4.2972186013,4.0318413019,4.0488536994,4.2384405772,4.3174881135,4.1719905539,1987.1,63.4057,70.5212,70.6667,58.9329,86.0124,48.2939,66.8351,62.9958,74.2193,72.901,75.1031,75.9834,73.49509,56.3646,57.3317,69.2997,75,64.8444
1987.2,4.1646197223,4.2697911516,4.2743481568,4.0915673761,4.4669236947,3.8987148434,4.2181936068,4.1477241787,4.3079184702,4.2970472826,4.3254734788,4.3391400103,4.3001748332,4.0387085184,4.0604878371,4.249123616,4.320151231,4.1849619298,1987.2,64.3682,71.5067,71.8333,59.8336,87.0884,49.339,67.9107,63.2898,74.2857,73.4825,75.6013,76.6416,73.71268,56.753,58.0026,70.044,75.2,65.691
1987.3,4.1812269031,4.2809458368,4.2803634422,4.0938544421,4.4646740241,3.9119069987,4.2312502555,4.165338763,4.3105977628,4.3101492498,4.3313726096,4.3451136567,4.2998059006,4.0512874328,4.0712004584,4.2546519648,4.322807275,4.1961141382,1987.3,65.4461,72.3088,72.2667,59.9706,86.8927,49.9942,68.8032,64.4145,74.485,74.4516,76.0486,77.1008,73.68549,57.4714,58.6273,70.4323,75.4,66.4277
1987.4,4.1981428583,4.2878945107,4.2922838034,4.1045704327,4.4676720792,3.9233842217,4.245123851,4.1799150405,4.316823893,4.3042745307,4.3282407627,4.3496687186,4.3001748332,4.0628229349,4.0872511299,4.2601499188,4.3267781604,4.204735902,1987.4,66.5626,72.813,73.1333,60.6167,87.1536,50.5713,69.7644,65.3603,74.9502,74.0155,75.8108,77.4528,73.71268,58.1382,59.5759,70.8206,75.7,67.0029
