Note,Australia,Canada,Denmark,UK,Japan,Korea,Norway,Sweden,Switzerland,Austria,Belgium,France,Germany,Spain,Italy,Finland,Netherlands,United States,,Australia,Canada,Denmark,UK,Japan,Korea,Norway,Sweden,Switzerland,Austria,Belgium,France,Germany,Spain,Italy,Finland,Netherlands,United States
1975.1,3.9769508258,3.9308447597,3.840378765,4.2210432903,3.8700294916,1.8661601366,3.5144576122,4.3393017892,3.9808473294,3.7598340668,4.1782682807,4.3040894172,4.1607859592,4.0918280652,4.0448811715,3.6398021237,4.2120268521,3.7835462452,1975.1,53.3541,50.95,46.5431,68.1045,47.9438,6.46343,33.5977,76.654,53.5624,42.9413,65.2527558579,74.0018,64.1219,59.8492,57.1044,38.0843,67.4932,43.9717
1975.2,3.9508051609,3.923255682,3.8596132986,4.1811780067,3.8844503495,1.8899971778,3.6113583562,4.2940092973,3.9963329034,3.7320275412,4.1295311959,4.2845915739,4.1498722954,4.0553854149,4.0366465911,3.5971149809,4.2053386793,3.7686998294,1975.2,51.9772,50.5648,47.447,65.4429,48.6402,6.61935,37.0163,73.2596,54.3983,41.7637,62.1487805019,72.5729,63.4259,57.7074,56.6361,36.4928,67.0433,43.3237
1975.3,3.9661399097,3.9346178094,3.8765160278,4.1658074917,3.9036379489,1.9502436032,3.6154912229,4.2959566326,4.0094545699,3.7271141043,4.1321670981,4.2818346834,4.1474349908,4.093048723,4.0340636313,3.599307529,4.1919264023,3.791930054,1975.3,52.7804,51.1426,48.2558,64.4447,49.5825,7.0304,37.1696,73.4024,55.1168,41.559,62.312814705,72.3731,63.2715,59.9223,56.49,36.5729,66.1501,44.3419
1975.4,3.9982282242,3.9438452635,3.934903245,4.1847289941,3.9083783718,2.0259339555,3.5728062059,4.2898291055,4.0780728937,3.7492852285,4.1577758057,4.3218877542,4.1874052441,4.079772233,4.0642924883,3.5777299926,4.2252222285,3.8105438365,1975.4,54.5015,51.6167,51.1572,65.6757,49.8181,7.58319,35.6164,72.954,59.0316,42.4907,63.9291734504,75.3307,65.8517,59.132,58.2237,35.7922,68.3897,45.175
1976.1,4.0190623111,3.9665471749,3.9608036457,4.1968139025,3.9561489758,2.0840260169,3.6029647483,4.2644248326,4.0014175404,3.765185188,4.1956766142,4.3564357125,4.2168187992,4.0722744662,4.0978915974,3.5954694678,4.2638411743,3.8429279859,1976.1,55.6489,52.8019,52.4995,66.4742,52.2557,8.03676,36.7069,71.124,54.6756,43.1717,66.3986426475,77.9787,67.8174,58.6903,60.2132,36.4328,71.0825,46.6619
1976.2,4.0211231201,3.9936730361,3.9816852528,4.2156547037,3.991767207,2.1439245925,3.6321609435,4.2926939291,4.0166748701,3.7847917254,4.2356949354,4.3774838318,4.2356618162,4.1262404372,4.1601728762,3.6085692107,4.2794705163,3.8567787584,1976.2,55.7637,54.2538,53.6073,67.7385,54.1505,8.53286,37.7944,73.1633,55.5162,44.0265,69.1096888166,79.6374,69.1074,61.9446,64.0826,36.9132,72.2022,47.3127
1976.3,3.9977253594,3.9939457908,3.9942755772,4.214672505,4.0129157555,2.2175575651,3.6725086813,4.285906627,4.0256480754,3.8103379492,4.2300333911,4.4054452654,4.2323281126,4.1444608309,4.17401951,3.6085692107,4.2979926391,3.8680878367,1976.3,54.4741,54.2686,54.2865,67.672,55.3079,9.18487,39.3505,72.6684,56.0166,45.1657,68.7195267587,81.8956,68.8774,63.0836,64.9761,36.9132,73.552,47.8508
1976.4,3.9857491904,3.9917598202,3.9798610771,4.2541946836,4.0239650155,2.2524364065,3.6403140147,4.2819687021,4.0428003592,3.8267156303,4.2372578008,4.4120125302,4.2505516975,4.1424058894,4.2126237711,3.6294982776,4.2887977874,3.8866539141,1976.4,53.8256,54.1501,53.5096,70.4001,55.9224,9.51088,38.1038,72.3828,56.9857,45.9115,69.2177824051,82.4352,70.1441,62.9541,67.5335,37.6939,72.8788,48.7475
1977.1,4.0095597954,4.0039967163,4.0077003905,4.2780110475,4.0352578198,2.2701621029,3.6403140147,4.2516402912,4.0633164644,3.8306263816,4.2342503411,4.4233413078,4.2585742775,4.177646568,4.208187996,3.6137086096,4.2856822953,3.9080812469,1977.1,55.1226,54.8168,55.0202,72.0969,56.5575,9.68097,38.1038,70.2205,58.1669,46.0914,69.0099254353,83.3744,70.7091,65.2122,67.2346,37.1034,72.6521,49.8033
1977.2,4.0095597954,4.0048081819,3.9485381387,4.2719941111,4.0343503666,2.3448971768,3.5901165706,4.2332148028,4.0846544308,3.8373296312,4.2248688557,4.4041024117,4.2537855096,4.1714660843,4.1747349018,3.5971149809,4.2887511335,3.9374997008,1977.2,55.1226,54.8613,51.8595,71.6644,56.5062,10.4322,36.2383,68.9385,59.4214,46.4014,68.3655372106,81.7857,70.3713,64.8104,65.0226,36.4928,72.8754,51.2902
1977.3,4.0095597954,4.0099261841,4.0252945462,4.2654731553,4.0328999168,2.3939420144,3.6072110507,4.2214381935,4.0915389635,3.835010203,4.226167356,4.3987116622,4.2482666445,4.1762194366,4.1562781309,3.6180142953,4.2856822953,3.948939142,1977.3,55.1226,55.1428,55.9968,71.1986,56.4243,10.9566,36.8631,68.1314,59.8319,46.2939,68.4543675387,81.346,69.984,65.1192,63.8335,37.2635,72.6521,51.8803
1977.4,3.9977253594,4.0171538947,3.9806382056,4.2687389485,4.0471376441,2.4468585822,3.6842713531,4.1931576904,4.0743068073,3.8395017737,4.2318665717,4.3931693237,4.2666143802,4.1740749134,4.1508524868,3.6369069818,4.2794705163,3.955218501,1977.4,54.4741,55.5428,53.5512,71.4315,57.2334,11.552,39.8161,66.2316,58.8097,46.5023,68.8456175949,80.8964,71.2799,64.9797,63.4881,37.9742,72.2022,52.2071
1978.1,3.9977253594,4.0245942611,3.9722127092,4.2729230112,4.0751158702,2.4936020682,3.707392034,4.208830316,4.0701235884,3.8427736725,4.2213616093,4.4075177089,4.2567609865,4.198408738,4.1445543532,3.6523373503,4.2918557262,3.9535564268,1978.1,54.4741,55.9576,53.1019,71.731,58.8573,12.1048,40.7474,67.2778,58.5642,46.6547,68.1261824085,82.0655,70.581,66.5803,63.0895,38.5647,73.102,52.1204
1978.2,4.0212558141,4.0398338167,4.0305701935,4.3030754144,4.0916074865,2.5582113232,3.7036251993,4.1928058327,4.1044252476,3.8557446748,4.231574733,4.4321706439,4.2501367512,4.1830298153,4.1747856521,3.6515591341,4.2763730205,3.9917764405,1978.2,55.7711,56.8169,56.293,73.9268,59.836,12.9127,40.5942,66.2083,60.6079,47.2638,68.8255287161,84.1138,70.115,65.5642,65.0259,38.5347,71.9789,54.151
1978.3,4.0328166159,4.0525290187,4.0209096968,4.3111440323,4.1133658386,2.5948516407,3.7411706255,4.2105559932,4.0638389619,3.8694912167,4.2588241717,4.4186562535,4.2841891389,4.2019934575,4.202292727,3.6458284146,4.2918557262,4.0006582299,1978.3,56.4196,57.5428,55.7518,74.5257,61.1522,13.3946,42.1473,67.394,58.1973,47.918,70.7267720002,82.9847,72.5437,66.8194,66.8394,38.3145,73.102,54.6341
1978.4,4.0328166159,4.0779509177,4.0306501292,4.3089087491,4.1303292759,2.644400174,3.7594637253,4.2362939654,4.0881621571,3.8838848136,4.3014163393,4.4495999991,4.29655725,4.2189443112,4.2422788172,3.7073748548,4.3190642042,4.0169378218,1978.4,56.4196,59.0244,56.2975,74.3593,62.1984,14.075,42.9254,69.1511,59.6302,48.6127,73.8042515723,85.5927,73.4465,67.9617,69.5662,40.7467,75.1183,55.5308
1979.1,4.0555448271,4.0968464299,4.0083690122,4.3124822719,4.1384348102,2.6916023403,3.7412418019,4.2356212987,4.0827796119,3.9000738984,4.2504936138,4.4485479544,4.2920267055,4.1909493582,4.2319127958,3.7522860849,4.33970221,4.0229631261,1979.1,57.7166,60.1503,55.057,74.6255,62.7046,14.7553,42.1503,69.1046,59.3101,49.4061,70.1400258857,85.5027,73.1145,66.0855,68.8488,42.6184,76.6847,55.8664
1979.2,4.0667181085,4.1029854553,4.034622866,4.3590829294,4.1634165417,2.6838872815,3.7703211827,4.2763535702,4.0775730365,3.9207052058,4.3066039917,4.4627052939,4.3219634177,4.2120801893,4.2221204654,3.7660464925,4.3630260107,4.0227554663,1979.2,58.3651,60.5207,56.5216,78.1854,64.2908,14.6419,43.394,71.9775,59.0021,50.436,74.1881171933,86.7218,75.3364,67.4968,68.1779,43.2089,78.4943,55.8548
1979.3,4.0886969779,4.1166016911,4.059387281,4.3380120493,4.1852237274,2.6643421013,3.8329105316,4.295911674,4.0984959333,3.9545114506,4.318314571,4.494234156,4.3304701478,4.2235275559,4.2624136444,3.7750388016,4.3729114675,4.0176668809,1979.3,59.6621,61.3504,57.9388,76.5552,65.7082,14.3585,46.1968,73.3991,60.2496,52.1702,75.0620099278,89.4996,75.98,68.2739,70.9811,43.5992,79.2741,55.5713
1979.4,4.0777679258,4.1088439364,4.1035338775,4.3380120493,4.2045538038,2.6583976652,3.8428765507,4.3004721599,4.1334530896,3.9669788844,4.3153453548,4.478139901,4.3379545727,4.1985589213,4.3062208759,3.7909824197,4.3696275831,4.0192276197,1979.4,59.0136,60.8763,60.5539,76.5552,66.9907,14.2734,46.6595,73.7346,62.393,52.8247,74.8394651462,88.0707,76.5508,66.5903,74.1597,44.2999,79.0142,55.6581
1980.1,4.0777679258,4.113941286,4.0960630847,4.3218014643,4.2304127345,2.6423803736,3.8724377458,4.3093954561,4.1694195666,3.9713309962,4.3296333461,4.4730218365,4.3467038149,4.2249370572,4.3375678266,3.8232180209,4.3729114675,4.0247211348,1980.1,59.0136,61.1874,60.1032,75.3242,68.7456,14.0466,48.0594,74.3955,64.6779,53.0551,75.9164464014,87.6211,77.2235,68.3702,76.5212,45.7512,79.2741,55.9647
1980.2,4.0555448271,4.0822078764,4.055418339,4.2830747067,4.2328637037,2.6363107039,3.8692449324,4.2207069858,4.154711896,3.9646002752,4.2934262783,4.461668108,4.326360636,4.2091245748,4.3237127005,3.8403529821,4.3563805677,3.9823304791,1980.2,57.7166,59.2762,57.7093,72.4629,68.9143,13.9616,47.9062,68.0816,63.7336,52.6992,73.2169007065,86.6319,75.6684,67.2976,75.4683,46.5419,77.9744,53.6419
1980.3,4.0777679258,4.0909187007,4.0405938649,4.246128157,4.2080734651,2.6403636189,3.7950733724,4.2865463154,4.1441040977,3.9461229374,4.2709737035,4.4593579776,4.3147095903,4.2025395569,4.2848547229,3.879780766,4.3260936462,3.9662403207,1980.3,59.0136,59.7948,56.8601,69.8345,67.2269,14.0183,44.4815,72.7149,63.0611,51.7344,71.5913104052,86.432,74.7919,66.8559,72.592,48.4136,75.6482,52.7857
1980.4,4.099507876,4.111517919,4.0361609171,4.2229957326,4.2095776829,2.6751412601,3.836221292,4.2730721685,4.142936294,3.9669296637,4.2413140871,4.4437459512,4.3032350191,4.207988674,4.293056067,3.8582550727,4.3564228884,4.0015583612,1980.4,60.3106,61.0393,56.6086,68.2376,67.3281,14.5144,46.35,71.7417,62.9875,52.8221,69.4991197523,85.0931,73.9386,67.2212,73.1898,47.3826,77.9777,54.6833
1981.1,4.1102031475,4.1161191002,4.0505720386,4.2229957326,4.2145779267,2.7106335281,3.8328455899,4.2707556309,4.1274262779,3.9486171954,4.2493729685,4.4481981967,4.3060280302,4.2027893167,4.312872143,3.8557171692,4.3497771658,4.0047261535,1981.1,60.9591,61.3208,57.4303,68.2376,67.6656,15.0388,46.1938,71.5757,62.0181,51.8636,70.0614678201,85.4728,74.1454,66.8726,74.6546,47.2625,77.4612,54.8568
1981.2,4.099507876,4.1359726318,4.0394377293,4.2283435538,4.2145779267,2.772757458,3.8528694261,4.2468524649,4.1413474158,3.9451946908,4.2569592328,4.4471446754,4.3004355414,4.2134570841,4.3231851877,3.865413462,4.3328994137,4.0090934532,1981.2,60.3106,62.5504,56.7944,68.6035,67.6656,16.0027,47.1281,69.8851,62.8875,51.6864,70.5949938143,85.3828,73.7319,67.5898,75.4285,47.723,76.1648,55.0969
1981.3,4.099507876,4.1090870228,4.0881755731,4.2427889923,4.2367739583,2.7937874334,3.8192934928,4.2513098488,4.1689633563,3.9361203189,4.2513870022,4.4469115802,4.3049673887,4.1925067318,4.3078767386,3.8931296446,4.315775982,4.0188646237,1981.3,60.3106,60.8911,59.631,69.6017,69.1843,16.3428,45.572,70.1973,64.6484,51.2195,70.2027161719,85.3629,74.0668,66.1885,74.2826,49.0642,74.8717,55.6379
1981.4,4.1207852396,4.0769457435,4.0507252561,4.2541946836,4.2527433489,2.7989811089,3.8327806441,4.250600168,4.1587268212,3.9505858099,4.2684485247,4.4549552509,4.3042583178,4.2022912309,4.3066239786,3.8816400837,4.3396578716,3.9949237788,1981.4,61.6076,58.9651,57.4391,70.4001,70.298,16.4279,46.1908,70.1475,63.99,51.9658,71.4107576028,86.0523,74.0143,66.8393,74.1896,48.5037,76.6813,54.3217
1982.1,4.1102031475,4.0411371564,4.0727940082,4.2456526342,4.242124995,2.7868244123,3.8594130552,4.2363416859,4.1252503533,3.9610474279,4.2560812382,4.4495999991,4.2983786859,4.1986084768,4.3066239786,3.8912915869,4.315775982,3.9763264989,1982.1,60.9591,56.891,58.7208,69.8013,69.5555,16.2294,47.4375,69.1544,61.8833,52.5123,70.5330389901,85.5927,73.5804,66.5936,74.1896,48.9741,74.8717,53.3208
1982.2,4.1312565225,4.0083127053,4.0997565576,4.2626657924,4.2309028276,2.803287651,3.836221292,4.2393622342,4.1210303092,3.9470001118,4.2670494694,4.4533281725,4.2920267055,4.1881323717,4.2830222647,3.8804002347,4.3053048649,3.9641542486,1982.2,62.2561,55.0539,60.3256,70.999,68.7793,16.4988,46.35,69.3636,61.6227,51.7798,71.3109198605,85.9124,73.1145,65.8996,72.4591,48.4436,74.0918,52.6757
1982.3,4.1102031475,3.9832416647,4.0713420207,4.2626657924,4.2357978271,2.8203188009,3.8192934928,4.2407985555,4.1024449983,3.928756221,4.2506261894,4.4262133621,4.254198945,4.1854580695,4.2732115477,3.8770898874,4.2769285846,3.9484359343,1982.3,60.9591,53.6908,58.6356,70.999,69.1168,16.7822,45.572,69.4633,60.488,50.8437,70.1493253595,83.6142,70.4004,65.7236,71.7517,48.2835,72.0189,51.8542
1982.4,4.0555448271,3.9512802564,4.0756101642,4.2532496363,4.2235158383,2.8641133367,3.8260598062,4.2356212987,4.082444031,3.9205247629,4.2500496622,4.4356100547,4.2405379523,4.1891394578,4.250930845,3.878124902,4.2733592685,3.9283765542,1982.4,57.7166,52.0019,58.8864,70.3336,68.2731,17.5335,45.8814,69.1046,59.2902,50.4269,70.1088940252,84.4036,69.4452,65.966,70.1707,48.3335,71.7623,50.8244
1983.1,4.0442452915,4.0023736342,4.0924511041,4.2747754439,4.2328637037,2.9014051104,3.8659141434,4.2479450907,4.0956770075,3.9165268479,4.2628130754,4.4390376765,4.2549018189,4.2233810763,4.2505516975,3.8878102277,4.2983093716,3.938964794,1983.1,57.0681,54.7279,59.8865,71.864,68.9143,18.1997,47.7469,69.9615,60.08,50.2257,71.0094577155,84.6934,70.4499,68.2639,70.1441,48.8039,73.5753,51.3654
1983.2,4.0777679258,4.0293490478,4.1187769784,4.2849098239,4.2484138102,2.9350954642,3.9229570107,4.2701057579,4.1064378099,3.9497252586,4.2652458429,4.4437459512,4.2802887161,4.2149798227,4.2318648636,3.9228739207,4.3192412426,3.9627256254,1983.2,59.0136,56.2243,61.484,72.596,69.9943,18.8233,50.5497,71.5292,60.73,51.9211,71.1824175177,85.0931,72.2613,67.6928,68.8455,50.5455,75.1316,52.6005
1983.3,4.0777679258,4.0635399343,4.1264099291,4.2972078522,4.2731767048,2.9935949912,3.9290610304,4.2852210874,4.1030333716,3.9612054736,4.2783124132,4.4345443666,4.2691028674,4.2092731575,4.2597431748,3.9195009756,4.3053507529,3.9963604774,1983.3,59.0136,58.1799,61.9551,73.4943,71.7492,19.9573,50.8592,72.6186,60.5236,52.5206,72.118630803,84.3137,71.4575,67.3076,70.7918,50.3753,74.0952,54.3998
1983.4,4.0886969779,4.1090870228,4.1205936864,4.3111440323,4.2955028661,3.0229874536,3.947262728,4.3033945982,4.1105770988,3.9616775578,4.2959022195,4.4502995804,4.3015402869,4.2208979149,4.2697338127,3.9238626395,4.3226520906,4.0217702852,1983.4,59.6621,60.8911,61.5958,74.5257,73.3691,20.5526,51.7934,73.9504,60.9819,52.5454,73.3984060513,85.6526,73.8134,68.0946,71.5026,50.5955,75.3883,55.7998
1984.1,4.1207852396,4.1017173166,4.2072118316,4.318261148,4.3263024859,3.0668382442,3.9621741478,4.3189483802,4.1205254976,3.9761426889,4.291794496,4.4630511679,4.3074404713,4.2250335858,4.264517624,3.9358586656,4.3630260107,4.0510925342,1984.1,61.6076,60.444,67.169,75.058,75.664,21.4739,52.5715,75.1096,61.5916,53.311,73.0975240927,86.7518,74.2502,68.3768,71.1306,51.2061,78.4943,57.4602
1984.2,4.1312565225,4.1497035803,4.1947071088,4.2853684217,4.3431090756,3.1031327072,3.9768664801,4.3377847364,4.1184142166,3.9845203956,4.2964707598,4.4539099913,4.2655096722,4.218847193,4.2817849399,3.9511821782,4.3696275831,4.0676189261,1984.2,62.2561,63.4152,66.3343,72.6293,76.9464,22.2676,53.3496,76.5378,61.4617,53.7595,73.4401478734,85.9624,71.2012,67.9551,72.3695,51.9968,79.0142,58.4177
1984.3,4.1518757769,4.1408304864,4.2279834491,4.2761632148,4.3574790428,3.115158403,3.979733989,4.3439274923,4.1316531921,4.008928276,4.3110446944,4.4630511679,4.3167705228,4.2401202697,4.2999756618,3.9609522076,4.3696275831,4.0749204633,1984.3,63.5531,62.855,68.5788,71.9638,78.0601,22.537,53.5028,77.0094,62.2808,55.0878,74.5182971359,86.7518,74.9462,69.4162,73.698,52.5073,79.0142,58.8458
1984.4,4.1518757769,4.1423439376,4.2328332306,4.2890255369,4.3814026901,3.1245475628,3.9999093329,4.3817603492,4.1485375651,4.0228593016,4.3040744555,4.4556522584,4.3304701478,4.2260538792,4.2936010764,3.9937651912,4.3497771658,4.0747743079,1984.4,63.5531,62.9502,68.9122,72.8954,79.9501,22.7496,54.5932,79.9787,63.3413,55.8606,74.0006928103,86.1123,75.98,68.4466,73.2297,54.2588,77.4612,58.8372
1985.1,4.1720784528,4.2165371209,4.2102131739,4.3240068205,4.3826676792,3.1205924294,4.0196335878,4.3688882022,4.1695494326,4.0350845298,4.3073534254,4.4711952664,4.3409559113,4.2296851506,4.2906936603,3.9979988464,4.398314514,4.077376414,1985.1,64.8501,67.7983,67.3709,75.4905,80.0513,22.6598,55.6807,78.9558,64.6863,56.5477,74.2437371062,87.4612,76.7809,68.6956,73.0171,54.489,81.3137,58.9905
1985.2,4.2112991066,4.2269782604,4.1997160778,4.3629049755,4.3935697558,3.125584406,4.0084035213,4.3876818637,4.1815920225,4.0369502382,4.3209883223,4.4703957354,4.3483237702,4.2280884323,4.2982618001,4.0138536986,4.3522695003,4.0799227324,1985.2,67.4441,68.5099,66.6674,78.4848,80.9288,22.7732,55.0589,80.4537,65.47,56.6533,75.2629756257,87.3913,77.3487,68.586,73.5718,55.3598,77.6545,59.1409
1985.3,4.2397370004,4.2351349611,4.243179711,4.3526802099,4.3906456342,3.1566343967,4.047144633,4.3841668428,4.1795003297,4.0528678395,4.3259395346,4.4670741053,4.356983148,4.2550295611,4.305010592,3.9872881649,4.3318918794,4.0785030792,1985.3,69.3896,69.071,69.6289,77.6864,80.6925,23.4914,57.2338,80.1714,65.3332,57.5623,75.6365426348,87.1015,78.0214,70.4589,74.07,53.9085,76.0881,59.057
1985.4,4.2397370004,4.2408719729,4.3369076609,4.3453730237,4.3906456342,3.1851825274,4.0660702513,4.3613722948,4.2061199585,4.052645447,4.3464256644,4.4826680328,4.3678605174,4.2644585759,4.3028562547,3.9968971001,4.3656977918,4.0832920408,1985.4,69.3896,69.4684,76.4707,77.1208,80.6925,24.1717,58.3273,78.3646,67.0957,57.5495,77.2020232324,88.4704,78.8747,71.1264,73.9106,54.429,78.7043,59.3405
1986.1,4.2303472736,4.235729824,4.2842580605,4.3526802099,4.3881329531,3.2425376625,4.0673056158,4.3909380597,4.1796350148,4.0604395623,4.3417499196,4.4764364092,4.3714344854,4.2709735582,4.3288921727,4.0002005355,4.3556107882,4.089705485,1986.1,68.7411,69.1121,72.5487,77.6864,80.49,25.5986,58.3994,80.7161,65.342,57.9998,76.8418888793,87.9208,79.1571,71.5913,75.8602,54.6091,77.9144,59.7223
1986.2,4.2016372101,4.2162125763,4.3337327848,4.3675574592,4.3877141799,3.2985258401,3.95125718,4.3628960565,4.2349626597,4.0580401259,4.3193638636,4.4782534397,4.3740436049,4.2778154583,4.3312976547,3.9983676602,4.3623034042,4.0837300942,1986.2,66.7956,67.7763,76.2283,78.8508,80.4563,27.0727,52.0007,78.4841,69.0591,57.8608,75.1408132813,88.0807,79.3639,72.0828,76.0429,54.5091,78.4376,59.3665
1986.3,4.2112991066,4.2094662819,4.3464694028,4.3709277695,4.3860348411,3.3395559931,4.110593497,4.379973278,4.2511360378,4.0491780746,4.3448611509,4.4771186089,4.3750699933,4.2663239336,4.3474157798,4.0258944006,4.3722388906,4.0877176527,1986.3,67.4441,67.3206,77.2054,79.117,80.3213,28.2066,60.9829,79.8359,70.1851,57.3503,77.081334063,87.9808,79.4454,71.2592,77.2785,56.0304,79.2208,59.6037
1986.4,4.2112991066,4.2170237403,4.2873477556,4.388848314,4.3851941129,3.3857114241,4.1016875365,4.3865663147,4.220748112,4.051484033,4.3284747483,4.4845866075,4.3711034432,4.2877612838,4.3482746408,4.0370861434,4.3589844406,4.0987697566,1986.4,67.4441,67.8313,72.7732,80.5476,80.2538,29.539,60.4422,80.364,68.0844,57.4827,75.8285407116,88.6403,79.1309,72.8033,77.3449,56.661,78.1777,60.2661
1987.1,4.2303472736,4.2436119094,4.2733216436,4.3913232866,4.3939860845,3.4441323423,4.1281725556,4.3737134255,4.2023076881,4.048258738,4.3325349097,4.4767775672,4.3616376855,4.2928114675,4.3446609,4.0450037465,4.398314514,4.1108410768,1987.1,68.7411,69.659,71.7596,80.7472,80.9625,31.3161,62.0644,79.3377,66.8404,57.2976,76.1370426862,87.9508,78.3854,73.1719,77.0659,57.1114,81.3137,60.998
1987.2,4.2490393797,4.2489137259,4.2909757462,4.4011635993,4.3939860845,3.496395434,4.1115785339,4.3968462793,4.2062913408,4.0647097571,4.3635098579,4.4897582121,4.3815014968,4.3211347897,4.3800985271,4.0575422557,4.3656126594,4.1293062185,1987.2,70.0381,70.0293,73.0377,81.5457,80.9625,32.9963,61.043,81.1944,67.1072,58.248,78.5322884404,89.0999,79.958,75.274,79.8459,57.832,78.6976,62.1348
1987.3,4.2673884924,4.2757851755,4.3363085593,4.4185550249,4.4296089268,3.4900107452,4.0977039133,4.4150865823,4.2434324477,4.0604499071,4.3584864978,4.4889733916,4.3724282169,4.3331934696,4.3640803084,4.0709531028,4.3556107882,4.14702556,1987.3,71.3351,71.9366,76.4249,82.9763,83.8986,32.7863,60.2019,82.689,69.6465,58.0004,78.1387816664,89.03,79.2358,76.1872,78.5771,58.6128,77.9144,63.2456
